Gurus,Symbol,Date,Action,Comment,Shares,Price
gurus\Joel+Greenblatt,HPQ,2017-12-31,Add,Add 45.46%,2800291,21.3
gurus\Joel+Greenblatt,HDP,2017-12-31,Add,Add 66.28%,29656,18.34
gurus\Joel+Greenblatt,GOOGL,2017-12-31,Add,Add 63.16%,60931,1082.93
gurus\Joel+Greenblatt,GDDY,2017-12-31, Buy ,New holding,12491,55.44
gurus\Joel+Greenblatt,FTNT,2017-12-31, Buy ,New holding,15523,49.44
gurus\Joel+Greenblatt,FSLR,2017-12-31,Add,Add 916.46%,236987,65.06
gurus\Joel+Greenblatt,FLOW,2017-12-31,Add,Add 40.03%,107073,46.22
gurus\Joel+Greenblatt,FB,2017-12-31,Add,Add 120.29%,259139,179.43
gurus\Joel+Greenblatt,ETN,2017-12-31, Buy ,New holding,584166,82.1
gurus\Joel+Greenblatt,ERIC,2017-12-31, Buy ,New holding,28563,6.77
gurus\Joel+Greenblatt,EPAY,2017-12-31, Buy ,New holding,19030,37.24
gurus\Joel+Greenblatt,EIGI,2017-12-31, Buy ,New holding,34119,7.75
gurus\Joel+Greenblatt,DOV,2017-12-31, Buy ,New holding,13518,100.78
gurus\Joel+Greenblatt,CW,2017-12-31,Add,Add 343.99%,25032,124.7
gurus\Joel+Greenblatt,CVG,2017-12-31,Add,Add 57.38%,346129,22.98
gurus\Joel+Greenblatt,CTSH,2017-12-31,Add,Add 17.31%,8202,80.39
gurus\Joel+Greenblatt,CTS,2017-12-31, Buy ,New holding,12231,26.15
gurus\Joel+Greenblatt,CSGS,2017-12-31, Buy ,New holding,9873,46.56
gurus\Joel+Greenblatt,CDNS,2017-12-31,Add,Add 227.25%,268716,38.89
gurus\Joel+Greenblatt,CCMP,2017-12-31,Add,Add 1.35%,33591,99.45
gurus\Joel+Greenblatt,BRKS,2017-12-31,Add,Add 107.89%,21205,26.36
gurus\Joel+Greenblatt,BLKB,2017-12-31,Add,Add 41.78%,5609,97.97
gurus\Joel+Greenblatt,AVGO,2017-12-31,Add,Add 513.98%,15853,249.02
gurus\Joel+Greenblatt,AUO,2017-12-31,Add,Add 266.16%,140046,4.76
gurus\Joel+Greenblatt,APPF,2017-12-31,Add,Add 136.51%,61805,40.85
gurus\Joel+Greenblatt,ANET,2017-12-31,Add,Add 172.55%,24843,305.61
gurus\Joel+Greenblatt,AMZN,2017-12-31, Buy ,New holding,25788,1464.1
gurus\Joel+Greenblatt,ALRM,2017-12-31, Buy ,New holding,72940,37.76
gurus\Joel+Greenblatt,ADI,2017-12-31,Add,Add 448.75%,551957,84.99
gurus\Joel+Greenblatt,ADBE,2017-12-31,Add,Add 5.23%,84617,201.85
gurus\John+Paulson,QCOM,2017-12-31, Buy ,New holding,40000,64.42
gurus\John+Paulson,NXPI,2017-12-31,Add,Add 11500.00%,1450000,116.74
gurus\John+Paulson,CAVM,2017-12-31, Buy ,New holding,115000,86.95
gurus\Prem+Watsa,SSYS,2017-12-31,Add,Add 11.11%,90000,21.09
gurus\Seth+Klarman,QRVO,2017-12-31,Add,Add 22.22%,11000000,78.1
gurus\Warren+Buffett,AAPL,2017-12-31,Add,Add 23.30%,165333962,172.46
