Gurus,Symbol,Date,Action,Comment,Shares,Price
Joel+Greenblatt,MXIM,2017-06-30,Add,Add 202.24%,166535,43.99
Joel+Greenblatt,MSTR,2017-06-30,Add,Add 0.19%,43303,127.46
Joel+Greenblatt,MSFT,2017-06-30, Buy ,New holding,279850,72.4
Joel+Greenblatt,MRVL,2017-06-30,Add,Add 199.49%,971472,15.55
Joel+Greenblatt,MITL,2017-06-30, Buy ,New holding,73686,8.26
Joel+Greenblatt,LRCX,2017-06-30,Add,Add 3.89%,222663,158.46
Joel+Greenblatt,LECO,2017-06-30, Buy ,New holding,55090,85.03
Joel+Greenblatt,KLIC,2017-06-30, Buy ,New holding,32442,18.62
Joel+Greenblatt,KFY,2017-06-30,Add,Add 348.47%,107987,32.11
Joel+Greenblatt,KELYA,2017-06-30,Add,Add 31.16%,42163,21.29
Joel+Greenblatt,JNPR,2017-06-30,Add,Add 11.07%,1462056,27.16
Joel+Greenblatt,JBL,2017-06-30, Buy ,New holding,59434,29.48
Joel+Greenblatt,INTU,2017-06-30, Buy ,New holding,460059,134.46
Joel+Greenblatt,INFO,2017-06-30, Buy ,New holding,45534,46.22
Joel+Greenblatt,INAP,2017-06-30,Add,Add 173.10%,27952,4.56
Joel+Greenblatt,IMPV,2017-06-30,Add,Add 105.78%,17921,44.1
Joel+Greenblatt,IBM,2017-06-30,Add,Add 216.85%,304839,140.7
Joel+Greenblatt,HPQ,2017-06-30,Add,Add 15.32%,2175080,18.64
Joel+Greenblatt,HPE,2017-06-30,Add,Add 178.88%,2859857,17.3
Joel+Greenblatt,HLIT,2017-06-30,Add,Add 35.73%,13638,3.4
Joel+Greenblatt,HDP,2017-06-30, Buy ,New holding,13167,15.11
Joel+Greenblatt,GOOGL,2017-06-30,Add,Add 338.83%,28897,927.66
Joel+Greenblatt,FSLR,2017-06-30, Buy ,New holding,354444,47.77
Joel+Greenblatt,FORM,2017-06-30, Buy ,New holding,11316,13.65
Joel+Greenblatt,FLOW,2017-06-30, Buy ,New holding,46720,31.95
Joel+Greenblatt,FISV,2017-06-30, Buy ,New holding,3049,121.09
Joel+Greenblatt,FFIV,2017-06-30,Add,Add 32.90%,132330,117.81
Joel+Greenblatt,FDS,2017-06-30,Add,Add 6.75%,1296,161.1
Joel+Greenblatt,FB,2017-06-30,Add,Add 381.55%,127326,166.91
Joel+Greenblatt,EXTR,2017-06-30, Buy ,New holding,64004,10.55
Joel+Greenblatt,EXTN,2017-06-30,Add,Add 88.54%,154385,24.21
Joel+Greenblatt,EMKR,2017-06-30, Buy ,New holding,10456,8.45
Joel+Greenblatt,EIGI,2017-06-30,Add,Add 33.81%,52987,7.5
Joel+Greenblatt,EA,2017-06-30, Buy ,New holding,176655,116.47
Joel+Greenblatt,DOX,2017-06-30, Buy ,New holding,23779,62.53
Joel+Greenblatt,DIOD,2017-06-30,Add,Add 138.03%,94421,26.75
Joel+Greenblatt,CVG,2017-06-30,Add,Add 2.01%,168758,23.2
Joel+Greenblatt,CTXS,2017-06-30,Add,Add 9.83%,328985,74.52
Joel+Greenblatt,CTSH,2017-06-30,Add,Add 4.27%,6565,70.39
Joel+Greenblatt,CSCO,2017-06-30,Add,Add 16.32%,2002007,31.04
Joel+Greenblatt,CRUS,2017-06-30,Add,Add 6.98%,405576,54.75
Joel+Greenblatt,CLS,2017-06-30,Add,Add 126.87%,29999,11.54
Joel+Greenblatt,CACI,2017-06-30,Add,Add 354.07%,84325,125.3
Joel+Greenblatt,BRKS,2017-06-30,Add,Add 44.23%,58159,24.42
Joel+Greenblatt,BNFT,2017-06-30, Buy ,New holding,7147,28.3
Joel+Greenblatt,BCOR,2017-06-30,Add,Add 960.59%,264967,22.8
Joel+Greenblatt,AXTI,2017-06-30,Add,Add 35.49%,23601,7.55
Joel+Greenblatt,AVID,2017-06-30,Add,Add 0.31%,11509,4.29
Joel+Greenblatt,AVGO,2017-06-30, Buy ,New holding,3666,246.95
Joel+Greenblatt,ANSS,2017-06-30,Add,Add 11.70%,70006,125.52
Joel+Greenblatt,ANET,2017-06-30, Buy ,New holding,44340,171.06
Joel+Greenblatt,AMN,2017-06-30,Add,Add 19.22%,389369,37.65
Joel+Greenblatt,AMAT,2017-06-30,Add,Add 5.89%,1192184,43.12
Joel+Greenblatt,ADP,2017-06-30,Add,Add 1881.89%,280121,104.68
Joel+Greenblatt,ADBE,2017-06-30,Add,Add 382.84%,76342,148.23
Joel+Greenblatt,ACIW,2017-06-30,Add,Add 422.61%,122646,21.26
Joel+Greenblatt,AAPL,2017-06-30,Add,Add 1.09%,418326,157.86
John+Paulson,WDAY,2017-06-30, Buy ,New holding,38600,106.2
John+Paulson,TEAM,2017-06-30,Add,Add 152.77%,397900,37.46
John+Paulson,NXPI,2017-06-30,Add,Add 6.04%,1200664,112.79
John+Paulson,NEWR,2017-06-30, Buy ,New holding,353300,46.54
John+Paulson,MBLY,2017-06-30,Add,Add 258.72%,272629,63.53
John+Paulson,AMZN,2017-06-30,Add,Add 41.82%,7800,978.18
John+Paulson,AAPL,2017-06-30, Buy ,New holding,12300,160.95
Mohnish+Pabrai,AER,2017-06-30,Add,Add 22.06%,999935,48.2
Seth+Klarman,QRVO,2017-06-30,Add,Add 25.25%,9000000,72.42
Warren+Buffett,AAPL,2017-06-30,Add,Add 0.65%,130191960,161.6
