9-Dec-16	1.55	7	0	-0.1	-0.1
12-Dec-16	1.4	7	0	0.07	-0.04
13-Dec-16	1.4	7	0	0.07	-0.04
14-Dec-16	1.5	5	0	-0.03	-0.07
15-Dec-16	1.4	5	0	0.0	-0.04
16-Dec-16	1.4	5	0	0.0	0.0
19-Dec-16	1.5	5	0	-0.1	-0.07
20-Dec-16	1.5	5	0	-0.1	-0.03
21-Dec-16	1.45	5	0	-0.03	0.0
22-Dec-16	1.4	5	0	-0.04	0.09
23-Dec-16	1.4	6	0	0.0	0.25
27-Dec-16	1.35	6	0	0.04	0.37
28-Dec-16	1.35	5	0	0.07	0.26
29-Dec-16	1.4	5	0	0.04	0.21
30-Dec-16	1.35	5	0	0.13	0.37
3-Jan-17	1.4	5	0	0.25	0.29
4-Jan-17	1.4	5	0	0.32	0.32
5-Jan-17	1.45	5	0	0.17	0.31
6-Jan-17	1.45	6	0	0.17	0.31
9-Jan-17	1.52	6	0	0.22	0.48
10-Jan-17	1.75	6	0	0.03	0.26
11-Jan-17	1.85	2	0.24	0.0	0.19
12-Jan-17	1.7	2	0.83	0.12	0.29
13-Jan-17	1.7	1	1.57	0.12	0.26
17-Jan-17	1.85	1	2.91	0.22	0.16
18-Jan-17	1.8	1	8.01	0.22	0.18
19-Jan-17	1.85	3	10.31	0.19	0.14
20-Jan-17	1.9	3	3.6	0.16	0.15
23-Jan-17	1.9	3	2.35	0.13	0.24
24-Jan-17	2.25	3	1.85	-0.04	0.07
25-Jan-17	2.2	3	1.71	-0.04	0.02
26-Jan-17	2.2	3	1.72	-0.05	-0.05
27-Jan-17	2.2	3	1.71	-0.01	0.07
30-Jan-17	2.15	3	1.69	0.09	0.09
31-Jan-17	2.15	3	1.55	0.12	0.05
1-Feb-17	2.12	3	1.36	0.06	0.13
2-Feb-17	2.1	3	1.18	0.0	0.17
3-Feb-17	2.18	3	1.02	0.08	0.15
6-Feb-17	2.35	4	0.92	0.0	0.09
7-Feb-17	2.4	4	0.88	-0.06	0.04
8-Feb-17	2.25	4	0.88	0.07	0.11
9-Feb-17	2.1	4	0.89	0.17	0.17
10-Feb-17	2.35	4	0.92	0.06	0.02
13-Feb-17	2.35	4	0.92	0.09	-0.04
14-Feb-17	2.25	4	0.88	0.11	0.02
15-Feb-17	2.4	4	0.85	0.04	-0.04
16-Feb-17	2.45	4	0.87	0.0	-0.06
17-Feb-17	2.5	4	0.88	-0.04	-0.12
21-Feb-17	2.55	4	0.92	-0.12	-0.2
22-Feb-17	2.5	3	1.01	-0.08	-0.16
23-Feb-17	2.5	3	1.07	-0.08	-0.2
24-Feb-17	2.45	3	1.07	-0.06	-0.2
27-Feb-17	2.4	3	1.02	-0.08	-0.08
28-Feb-17	2.25	4	0.92	-0.09	-0.04
1-Mar-17	2.3	4	0.79	-0.09	-0.07
2-Mar-17	2.3	4	0.66	-0.13	0.09
3-Mar-17	2.3	4	0.54	-0.15	0.28
6-Mar-17	2.2	4	0.43	0.0	0.32
7-Mar-17	2.05	4	0.33	0.05	0.29
8-Mar-17	2.1	4	0.21	0.02	0.38
9-Mar-17	2.0	4	0.04	0.25	0.68
10-Mar-17	1.95	7	0	0.51	1.0
13-Mar-17	2.2	7	0	0.32	1.3
14-Mar-17	2.15	7	0	0.23	0.88
15-Mar-17	2.15	7	0	0.35	0.88
16-Mar-17	2.5	7	0	0.34	0.52
17-Mar-17	2.95	6	0	0.32	0.39
20-Mar-17	2.9	2	0.53	0.74	0.36
21-Mar-17	2.65	1	1.22	0.53	0.42
22-Mar-17	2.9	1	1.91	0.4	0.21
23-Mar-17	3.35	1	3.32	0.13	0.09
24-Mar-17	3.9	1	12.19	0.05	-0.08
